"日期","时间","股票代码","股票名称","买/卖","数量","成交价","总成本","交易佣金"
"","09:30","300427.SZA","红相电力","买入","2000","20.51","41020.001","12.31"
"","09:30","002346.SZA","柘中股份","买入","1100","37.15","40864.997","12.26"
"","15:00","600599.SHA","熊猫金控","卖出","800","31.73","-25384","33"
"","15:00","002703.SZA","浙江世宝","卖出","700","36.6","-25619.999","33.31"
"","15:00","002246.SZA","北化股份","卖出","1800","14.93","-26874.002","34.94"
"","15:00","002825.SZA","纳尔股份","卖出","400","66","-26400","34.32"
"2017-01-24","09:30","600599.SHA","熊猫金控","买入","800","32.11","25688","7.71"
"","09:30","002703.SZA","浙江世宝","买入","700","37.38","26166.001","7.85"
"","09:30","002246.SZA","北化股份","买入","1800","14.63","26334","7.9"
"","09:30","600148.SHA","长春一东","买入","600","42.44","25463.999","7.64"
"","09:30","002825.SZA","纳尔股份","买入","400","62","24800","7.44"
"","15:00","002040.SZA","南京港","卖出","2000","23.44","-46880.001","60.94"
"","15:00","000416.SZA","民生控股","卖出","3400","12.35","-41990.001","54.59"
"","15:00","000595.SZA","宝塔实业","卖出","3900","10.99","-42860.999","55.72"
"","15:00","603009.SHA","北特科技","卖出","700","57.39","-40172.997","52.22"
"","15:00","300104.SZA","乐视网","卖出","1000","37.44","-37439.999","48.67"
"2017-01-23","09:30","002040.SZA","南京港","买入","2000","21","42000","12.6"
"","09:30","000416.SZA","民生控股","买入","3400","12.04","40936","12.28"
"","09:30","000595.SZA","宝塔实业","买入","3900","10.4","40559.999","12.17"
"","09:30","603009.SHA","北特科技","买入","700","55.61","38926.998","11.68"
"","09:30","300104.SZA","乐视网","买入","1000","38.85","38849.998","11.65"
"","15:00","300323.SZA","华灿光电","卖出","2500","9.25","-23125","30.06"
"","15:00","000798.SZA","中水渔业","卖出","1700","13.27","-22559.001","29.33"
"","15:00","600425.SHA","青松建化","卖出","4400","5.35","-23540","30.6"
"","15:00","600322.SHA","天房发展","卖出","3300","6.95","-22934.999","29.82"
"","15:00","000906.SZA","浙商中拓","卖出","1500","15.93","-23894.999","31.06"
"2017-01-20","09:30","300323.SZA","华灿光电","买入","2500","9.19","22974.999","6.89"
"","09:30","000798.SZA","中水渔业","买入","1700","13.12","22304","6.69"
"","09:30","600425.SHA","青松建化","买入","4400","5.13","22572.001","6.77"
"","09:30","600322.SHA","天房发展","买入","3300","7.09","23396.999","7.02"
"","09:30","000906.SZA","浙商中拓","买入","1500","15.18","22769.999","6.83"
"","15:00","000885.SZA","同力水泥","卖出","2000","23.91","-47820","62.17"
"","15:00","300562.SZA","乐心医疗","卖出","300","118.8","-35640.001","46.33"
"","15:00","002651.SZA","利君股份","卖出","2900","14.85","-43064.998","55.98"
"","15:00","002711.SZA","欧浦智网","卖出","2500","14.82","-37050.002","48.17"
"","15:00","002045.SZA","国光电器","卖出","3100","12.51","-38781.001","50.42"
"","15:00","600680.SHA","上海普天","卖出","600","34.86","-20916","27.19"
"2017-01-19","09:30","000885.SZA","同力水泥","买入","2000","20.81","41619.999","12.49"
"","09:30","300562.SZA","乐心医疗","买入","300","100","30000","9"
"","09:30","002651.SZA","利君股份","买入","2900","13.61","39468.999","11.84"
"","09:30","002711.SZA","欧浦智网","买入","2500","15","37500.002","11.25"
"","09:30","002045.SZA","国光电器","买入","3100","12.54","38873.997","11.66"
"","15:00","000520.SZA","长航凤凰","卖出","3100","7.54","-23374.001","30.39"
"","15:00","600207.SHA","安彩高科","卖出","2200","10.41","-22902","29.77"
"","15:00","002755.SZA","东方新星","卖出","500","47.66","-23830","30.98"
"","15:00","000993.SZA","闽东电力","卖出","2000","13.86","-27719.999","36.04"
"2017-01-18","09:30","000520.SZA","长航凤凰","买入","3100","7.7","23870.001","7.16"
"","09:30","600680.SHA","上海普天","买入","600","37.52","22512","6.75"
"","09:30","600207.SHA","安彩高科","买入","2200","10.88","23936","7.18"
"","09:30","002755.SZA","东方新星","买入","500","45.55","22775","6.83"
"","09:30","000993.SZA","闽东电力","买入","2000","12.28","24559.999","7.37"
"","15:00","002703.SZA","浙江世宝","卖出","1000","35.33","-35330.002","45.93"
"","15:00","000595.SZA","宝塔实业","卖出","3900","10.77","-42003.002","54.6"
"","15:00","002651.SZA","利君股份","卖出","3100","13.73","-42562.999","55.33"
"","15:00","600865.SHA","百大集团","卖出","2800","13.63","-38163.998","49.61"
"","15:00","600178.SHA","东安动力","卖出","3200","12.98","-41536.002","54"
"2017-01-17","09:30","002703.SZA","浙江世宝","买入","1000","35.05","35049.999","10.51"
"","09:30","000595.SZA","宝塔实业","买入","3900","9.7","37830.003","11.35"
"","09:30","002651.SZA","利君股份","买入","3100","12.35","38284.998","11.49"
"","09:30","600865.SHA","百大集团","买入","2800","13.21","36987.997","11.1"
"","09:30","600178.SHA","东安动力","买入","3200","11.8","37760.001","11.33"
"","15:00","600495.SHA","晋西车轴","卖出","2900","8.06","-23373.998","30.39"
"","15:00","600821.SHA","津劝业","卖出","1800","11.78","-21204.001","27.57"
"","15:00","300331.SZA","苏大维格","卖出","700","27.92","-19543.999","25.41"
"","15:00","002697.SZA","红旗连锁","卖出","2800","7.92","-22175.999","28.83"
"","15:00","300052.SZA","中青宝","卖出","900","26.93","-24237","31.51"
"2017-01-16","09:30","600495.SHA","晋西车轴","买入","2900","7.98","23141.999","6.94"
"","09:30","600821.SHA","津劝业","买入","1800","12.83","23094","6.93"
"","09:30","300331.SZA","苏大维格","买入","700","31","21700","6.51"
"","09:30","002697.SZA","红旗连锁","买入","2800","8.13","22764","6.83"
"","09:30","300052.SZA","中青宝","买入","900","24.83","22347.002","6.7"
"","15:00","300402.SZA","宝色股份","卖出","1100","28.79","-31668.999","41.17"
"","15:00","600599.SHA","熊猫金控","卖出","1200","32.5","-39000","50.7"
"","15:00","002265.SZA","西仪股份","卖出","1500","25.72","-38579.999","50.15"
"","15:00","000791.SZA","甘肃电投","卖出","2600","13.23","-34398.001","44.72"
"","15:00","300447.SZA","全信股份","卖出","600","52.08","-31248.001","40.62"
"","15:00","000953.SZA","河池化工","卖出","1400","14.56","-20384.001","26.5"
"2017-01-13","09:30","300402.SZA","宝色股份","买入","1100","33.3","36629.999","10.99"
"","09:30","600599.SHA","熊猫金控","买入","1200","30.76","36912","11.07"
"","09:30","002265.SZA","西仪股份","买入","1500","24.8","37200.002","11.16"
"","09:30","000791.SZA","甘肃电投","买入","2600","14.2","36920.002","11.08"
"","09:30","300447.SZA","全信股份","买入","600","55.49","33294.003","9.99"
"","15:00","300331.SZA","苏大维格","卖出","800","31.98","-25583.998","33.26"
"","15:00","603009.SHA","北特科技","卖出","400","62.01","-24803.999","32.25"
"","15:00","603799.SHA","华友钴业","卖出","700","38.51","-26957.001","35.04"
"","15:00","300480.SZA","光力科技","卖出","1100","27.5","-30250","39.32"
"2017-01-12","09:30","300331.SZA","苏大维格","买入","800","31.69","25352","7.61"
"","09:30","000953.SZA","河池化工","买入","1400","18.03","25241.998","7.57"
"","09:30","603009.SHA","北特科技","买入","400","61.15","24459.999","7.34"
"","09:30","603799.SHA","华友钴业","买入","700","37.54","26278.001","7.88"
"","09:30","300480.SZA","光力科技","买入","1100","23.7","26069.999","7.82"
"","15:00","600416.SHA","湘电股份","卖出","2100","15.15","-31815.001","41.36"
"","15:00","000987.SZA","越秀金控","卖出","2100","14.93","-31353.001","40.76"
"","15:00","600722.SHA","金牛化工","卖出","2500","11.8","-29499.998","38.35"
"","15:00","601678.SHA","滨化股份","卖出","4200","7.53","-31626.001","41.11"
"","15:00","000519.SZA","中兵红箭","卖出","1900","15.94","-30285.999","39.37"
"","15:00","000710.SZA","天兴仪表","卖出","600","46","-27599.998","35.88"
"2017-01-11","09:30","600416.SHA","湘电股份","买入","2100","15.58","32718","9.82"
"","09:30","000987.SZA","越秀金控","买入","2100","15.15","31815.001","9.54"
"","09:30","600722.SHA","金牛化工","买入","2500","12.82","32049.999","9.61"
"","09:30","601678.SHA","滨化股份","买入","4200","7.77","32633.998","9.79"
"","09:30","000519.SZA","中兵红箭","买入","1900","16.59","31521","9.46"
"","15:00","002654.SZA","万润科技","卖出","2700","11.89","-32102.998","41.73"
"","15:00","000885.SZA","同力水泥","卖出","1600","20.23","-32368.002","42.08"
"","15:00","600789.SHA","鲁抗医药","卖出","3500","9.94","-34790.002","45.23"
"","15:00","600680.SHA","上海普天","卖出","900","35.47","-31923.001","41.5"
"2017-01-10","09:30","002654.SZA","万润科技","买入","2700","13.06","35262.001","10.58"
"","09:30","000885.SZA","同力水泥","买入","1600","20.7","33120.001","9.94"
"","09:30","000710.SZA","天兴仪表","买入","600","54","32400","9.72"
"","09:30","600789.SHA","鲁抗医药","买入","3500","10.11","35384.999","10.62"
"","09:30","600680.SHA","上海普天","买入","900","35.86","32274.001","9.68"
"","15:00","600722.SHA","金牛化工","卖出","2500","13.27","-33175.001","43.13"
"","15:00","600967.SHA","北方创业","卖出","2200","14.77","-32494.001","42.24"
"","15:00","000017.SZA","深中华A","卖出","2300","13.73","-31578.999","41.05"
"","15:00","002297.SZA","博云新材","卖出","2300","12.53","-28818.999","37.46"
"","15:00","000678.SZA","襄阳轴承","卖出","2100","15.12","-31752","41.28"
"2017-01-09","09:30","600722.SHA","金牛化工","买入","2500","12.27","30674.999","9.2"
"","09:30","600967.SHA","北方创业","买入","2200","14.23","31306.001","9.39"
"","09:30","000017.SZA","深中华A","买入","2300","13.6","31279.999","9.38"
"","09:30","002297.SZA","博云新材","买入","2300","13.47","30980.998","9.29"
"","09:30","000678.SZA","襄阳轴承","买入","2100","15.48","32508.001","9.75"
"","15:00","601038.SHA","一拖股份","卖出","2900","12.55","-36394.998","47.31"
"","15:00","300304.SZA","云意电气","卖出","600","49.81","-29886.003","38.85"
"","15:00","600810.SHA","神马股份","卖出","3200","11.02","-35263.998","45.84"
"","15:00","000045.SZA","深纺织A","卖出","2100","16.38","-34397.998","44.72"
"","15:00","600523.SHA","贵航股份","卖出","1400","25.51","-35713.998","46.43"
"2017-01-06","09:30","601038.SHA","一拖股份","买入","2900","12.25","35525","10.66"
"","09:30","300304.SZA","云意电气","买入","600","54.97","32982.001","9.89"
"","09:30","600810.SHA","神马股份","买入","3200","11.1","35520.001","10.66"
"","09:30","000045.SZA","深纺织A","买入","2100","16.3","34229.998","10.27"
"","09:30","600523.SHA","贵航股份","买入","1400","25","35000","10.5"
"","15:00","000672.SZA","上峰水泥","卖出","2400","11.59","-27815.998","36.16"
"","15:00","600110.SHA","诺德股份","卖出","2700","11.14","-30078.001","39.1"
"","15:00","002168.SZA","深圳惠程","卖出","1800","16.71","-30077.998","39.1"
"","15:00","600604.SHA","市北高新","卖出","1400","21.46","-30044.001","39.06"
"","15:00","600125.SHA","铁龙物流","卖出","3500","10.1","-35350.001","45.96"
"2017-01-05","09:30","000672.SZA","上峰水泥","买入","2400","12.69","30456.001","9.14"
"","09:30","600110.SHA","诺德股份","买入","2700","11.5","31050.003","9.32"
"","09:30","002168.SZA","深圳惠程","买入","1800","16.62","29915.998","8.97"
"","09:30","600604.SHA","市北高新","买入","1400","21.59","30226.003","9.07"
"","09:30","600125.SHA","铁龙物流","买入","3500","8.73","30555.002","9.17"
"","15:00","000901.SZA","航天科技","卖出","900","36.13","-32517.001","42.27"
"","15:00","002087.SZA","新野纺织","卖出","4600","7.32","-33672.001","43.77"
"","15:00","600810.SHA","神马股份","卖出","3200","11.39","-36448.001","47.38"
"","15:00","300402.SZA","宝色股份","卖出","1200","33.65","-40379.997","52.49"
"","15:00","002556.SZA","辉隆股份","卖出","3100","11.21","-34751","45.18"
"2017-01-04","09:30","000901.SZA","航天科技","买入","900","35.31","31779.001","9.53"
"","09:30","002087.SZA","新野纺织","买入","4600","7.37","33902.004","10.17"
"","09:30","600810.SHA","神马股份","买入","3200","10.72","34304.001","10.29"
"","09:30","300402.SZA","宝色股份","买入","1200","29.37","35243.999","10.57"
"","09:30","002556.SZA","辉隆股份","买入","3100","10.95","33945.002","10.18"
"","15:00","000737.SZA","南风化工","卖出","4200","7.76","-32591.999","42.37"
"","15:00","600843.SHA","上工申贝","卖出","1600","19.58","-31328","40.73"
"","15:00","600679.SHA","上海凤凰","卖出","800","35.37","-28295.999","36.78"
"","15:00","000885.SZA","同力水泥","卖出","1600","21.24","-33984","44.18"
"","15:00","002767.SZA","先锋电子","卖出","600","47.19","-28313.999","36.81"
"2017-01-03","09:30","000737.SZA","南风化工","买入","4200","7.44","31248","9.37"
"","09:30","600843.SHA","上工申贝","买入","1600","18.75","30000","9"
"","09:30","600679.SHA","上海凤凰","买入","800","34.85","27879.999","8.36"
"","09:30","000885.SZA","同力水泥","买入","1600","19.06","30495.999","9.15"
"","09:30","002767.SZA","先锋电子","买入","600","45.22","27131.998","8.14"
"","15:00","000672.SZA","上峰水泥","卖出","1800","12.53","-22554.001","29.32"
"","15:00","600462.SHA","九有股份","卖出","2900","8.85","-25665.001","33.36"
"","15:00","300402.SZA","宝色股份","卖出","900","27.81","-25029","32.54"
"","15:00","600796.SHA","钱江生化","卖出","2000","12.78","-25559.999","33.23"
"","15:00","600860.SHA","京城股份","卖出","2200","11.68","-25695.999","33.4"
"","15:00","600722.SHA","金牛化工","卖出","3000","12.09","-36269.998","47.15"
"2016-12-30","09:30","000672.SZA","上峰水泥","买入","1800","13.11","23597.999","7.08"
"","09:30","600462.SHA","九有股份","买入","2900","8.67","25143","7.54"
"","09:30","300402.SZA","宝色股份","买入","900","27.92","25128","7.54"
"","09:30","600796.SHA","钱江生化","买入","2000","12.57","25139.998","7.54"
"","09:30","600860.SHA","京城股份","买入","2200","11.9","26179.999","7.85"
"","15:00","002263.SZA","大东南","卖出","9100","4.23","-38493","50.04"
"","15:00","000885.SZA","同力水泥","卖出","1900","19.04","-36176.002","47.03"
"","15:00","600113.SHA","浙江东日","卖出","1900","21.71","-41248.998","53.62"
"","15:00","002264.SZA","新华都","卖出","3000","13.28","-39839.999","51.79"
"2016-12-29","09:30","002263.SZA","大东南","买入","9100","4.38","39858.001","11.96"
"","09:30","000885.SZA","同力水泥","买入","1900","20.02","38038.001","11.41"
"","09:30","600113.SHA","浙江东日","买入","1900","21.01","39918.997","11.98"
"","09:30","002264.SZA","新华都","买入","3000","13.29","39870","11.96"
"","09:30","600722.SHA","金牛化工","买入","3000","12.7","38099.999","11.43"
"","15:00","600481.SHA","双良节能","卖出","3200","7.56","-24192.001","31.45"
"","15:00","600158.SHA","中体产业","卖出","900","26.17","-23553","30.62"
"","15:00","603333.SHA","明星电缆","卖出","2400","9.88","-23712","30.83"
"","15:00","002053.SZA","云南能投","卖出","1300","18.52","-24076.001","31.3"
"","15:00","600774.SHA","汉商集团","卖出","1100","21.19","-23308.998","30.3"
"2016-12-28","09:30","600481.SHA","双良节能","买入","3200","7.7","24639.999","7.39"
"","09:30","600158.SHA","中体产业","买入","900","26","23400","7.02"
"","09:30","603333.SHA","明星电缆","买入","2400","10.25","24600","7.38"
"","09:30","002053.SZA","云南能投","买入","1300","19","24700","7.41"
"","09:30","600774.SHA","汉商集团","买入","1100","21.73","23902.997","7.17"
"","15:00","000885.SZA","同力水泥","卖出","2100","20.38","-42798.002","55.64"
"","15:00","002122.SZA","天马股份","卖出","3000","12.75","-38250","49.72"
"","15:00","000595.SZA","宝塔实业","卖出","4400","10.55","-46420.001","60.35"
"","15:00","603779.SHA","威龙股份","卖出","900","41.14","-37025.999","48.13"
"","15:00","000923.SZA","河北宣工","卖出","1600","23.11","-36976.001","48.07"
"2016-12-27","09:30","000885.SZA","同力水泥","买入","2100","18.25","38325","11.5"
"","09:30","002122.SZA","天马股份","买入","3000","12.7","38099.999","11.43"
"","09:30","000595.SZA","宝塔实业","买入","4400","8.5","37400","11.22"
"","09:30","603779.SHA","威龙股份","买入","900","41.7","37530.001","11.26"
"","09:30","000923.SZA","河北宣工","买入","1600","23.55","37679.999","11.3"
"","15:00","000573.SZA","粤宏远A","卖出","2400","10.75","-25799.998","33.54"
"","15:00","300008.SZA","天海防务","卖出","1000","25.49","-25490","33.14"
"","15:00","600449.SHA","宁夏建材","卖出","2100","12.15","-25514.999","33.17"
"","15:00","000407.SZA","胜利股份","卖出","2900","9.39","-27231.001","35.4"
"2016-12-26","09:30","000573.SZA","粤宏远A","买入","2400","10.8","25919.998","7.78"
"","09:30","300008.SZA","天海防务","买入","1000","24.6","24599.998","7.38"
"","09:30","600449.SHA","宁夏建材","买入","2100","11.7","24570","7.37"
"","09:30","000407.SZA","胜利股份","买入","2900","8.75","25375","7.61"
"","15:00","002040.SZA","南京港","卖出","1700","22.77","-38709.001","50.32"
"","15:00","002558.SZA","世纪游轮","卖出","600","61.95","-37170","48.32"
"","15:00","600381.SHA","青海春天","卖出","2100","16.48","-34607.999","44.99"
"","15:00","600995.SHA","文山电力","卖出","2700","13.79","-37233","48.4"
"","15:00","000923.SZA","河北宣工","卖出","1400","23.81","-33333.999","43.33"
"2016-12-23","09:30","002040.SZA","南京港","买入","1700","21.1","35870.004","10.76"
"","09:30","002558.SZA","世纪游轮","买入","600","63.5","38100","11.43"
"","09:30","600381.SHA","青海春天","买入","2100","17.25","36225","10.87"
"","09:30","600995.SHA","文山电力","买入","2700","13.5","36449.997","10.93"
"","09:30","000923.SZA","河北宣工","买入","1400","25.89","36245.999","10.87"
"","15:00","600158.SHA","中体产业","卖出","1000","26.57","-26570","34.54"
"","15:00","002556.SZA","辉隆股份","卖出","2300","10.5","-24150","31.39"
"","15:00","601038.SHA","一拖股份","卖出","2100","12.16","-25535.998","33.2"
"","15:00","300120.SZA","经纬电材","卖出","1500","15.15","-22725.001","29.54"
"","15:00","000017.SZA","深中华A","卖出","2000","12.8","-25600","33.28"
"2016-12-22","09:30","600158.SHA","中体产业","买入","1000","24.5","24499.998","7.35"
"","09:30","002556.SZA","辉隆股份","买入","2300","10.67","24541","7.36"
"","09:30","601038.SHA","一拖股份","买入","2100","11.99","25179","7.55"
"","09:30","300120.SZA","经纬电材","买入","1500","16.29","24435.001","7.33"
"","09:30","000017.SZA","深中华A","买入","2000","12.46","24919.998","7.48"
"","15:00","300022.SZA","吉峰农机","卖出","3900","9.55","-37245.001","48.42"
"","15:00","300126.SZA","锐奇股份","卖出","2800","12.69","-35531.999","46.19"
"","15:00","600841.SHA","上柴股份","卖出","2100","16.95","-35594.998","46.27"
"","15:00","600275.SHA","武昌鱼","卖出","2000","17.58","-35160","45.71"
"","15:00","000407.SZA","胜利股份","卖出","4600","9.16","-42135.999","54.78"
"2016-12-21","09:30","300022.SZA","吉峰农机","买入","3900","9.34","36426.001","10.93"
"","09:30","300126.SZA","锐奇股份","买入","2800","12.9","36119.999","10.84"
"","09:30","600841.SHA","上柴股份","买入","2100","17","35700","10.71"
"","09:30","600275.SHA","武昌鱼","买入","2000","18.1","36200.001","10.86"
"","09:30","000407.SZA","胜利股份","买入","4600","7.79","35834.002","10.75"
"","15:00","600084.SHA","中葡股份","卖出","2000","12.86","-25720.001","33.44"
"","15:00","002272.SZA","川润股份","卖出","2200","10.94","-24067.999","31.29"
"","15:00","000906.SZA","物产中拓","卖出","1700","14.53","-24700.999","32.11"
"","15:00","000678.SZA","襄阳轴承","卖出","1900","14.4","-27360.001","35.57"
"","15:00","000885.SZA","同力水泥","卖出","1300","17.65","-22944.999","29.83"
"2016-12-20","09:30","600084.SHA","中葡股份","买入","2000","12.45","24900","7.47"
"","09:30","002272.SZA","川润股份","买入","2200","11.1","24420.001","7.33"
"","09:30","000906.SZA","物产中拓","买入","1700","14.99","25483","7.64"
"","09:30","000678.SZA","襄阳轴承","买入","1900","13.6","25840.003","7.75"
"","09:30","000885.SZA","同力水泥","买入","1300","18.19","23647.001","7.09"
"","15:00","002419.SZA","天虹商场","卖出","2000","15.44","-30880.001","40.14"
"","15:00","000663.SZA","永安林业","卖出","1900","16","-30400","39.52"
"","15:00","300103.SZA","达刚路机","卖出","1300","23.28","-30263.998","39.34"
"","15:00","600843.SHA","上工申贝","卖出","1800","18.25","-32850","42.7"
"","15:00","300082.SZA","奥克股份","卖出","3400","9.39","-31926.001","41.5"
"","15:00","300510.SZA","金冠电气","卖出","600","38.97","-23382.001","30.4"
"2016-12-19","09:30","002419.SZA","天虹商场","买入","2000","16","32000","9.6"
"","09:30","000663.SZA","永安林业","买入","1900","16.93","32166.997","9.65"
"","09:30","300103.SZA","达刚路机","买入","1300","24","31200","9.36"
"","09:30","600843.SHA","上工申贝","买入","1800","18.31","32957.999","9.89"
"","09:30","300082.SZA","奥克股份","买入","3400","9.89","33626.001","10.09"
"","15:00","600113.SHA","浙江东日","卖出","1400","21.05","-29469.999","38.31"
"","15:00","000595.SZA","宝塔实业","卖出","1600","20.28","-32448.001","42.18"
"","15:00","300447.SZA","全信股份","卖出","500","50.35","-25175.001","32.73"
"","15:00","002697.SZA","红旗连锁","卖出","3800","8.8","-33440.001","43.47"
"2016-12-16","09:30","600113.SHA","浙江东日","买入","1400","20.81","29133.999","8.74"
"","09:30","000595.SZA","宝塔实业","买入","1600","17.53","28048.001","8.41"
"","09:30","300447.SZA","全信股份","买入","500","49.85","24925.003","7.48"
"","09:30","002697.SZA","红旗连锁","买入","3800","7.48","28424","8.53"
"","09:30","300510.SZA","金冠电气","买入","600","45","27000","8.1"
"","15:00","002785.SZA","万里石","卖出","900","36.39","-32750.999","42.58"
"","15:00","002265.SZA","西仪股份","卖出","1500","22.66","-33990","44.19"
"","15:00","002353.SZA","杰瑞股份","卖出","1500","21.09","-31635","41.13"
"","15:00","000923.SZA","河北宣工","卖出","1500","23.86","-35790.001","46.53"
"","15:00","600777.SHA","新潮能源","卖出","7300","4.23","-30879","40.14"
"2016-12-15","09:30","002785.SZA","万里石","买入","900","34.62","31157.999","9.35"
"","09:30","002265.SZA","西仪股份","买入","1500","21.1","31650.001","9.5"
"","09:30","002353.SZA","杰瑞股份","买入","1500","20.92","31379.997","9.41"
"","09:30","000923.SZA","河北宣工","买入","1500","21.8","32699.999","9.81"
"","09:30","600777.SHA","新潮能源","买入","7300","4.33","31608.999","9.48"
"","15:00","600275.SHA","武昌鱼","卖出","1600","19.44","-31104.001","40.44"
"","15:00","603025.SHA","大豪科技","卖出","600","36.6","-21960.001","28.55"
"","15:00","002746.SZA","仙坛股份","卖出","400","60.06","-24023.999","31.23"
"","15:00","000885.SZA","同力水泥","卖出","1600","16.68","-26688","34.69"
"","15:00","000595.SZA","宝塔实业","卖出","1700","17.82","-30293.999","39.38"
"2016-12-14","09:30","600275.SHA","武昌鱼","买入","1600","17.5","28000","8.4"
"","09:30","603025.SHA","大豪科技","买入","600","42.2","25320.003","7.6"
"","09:30","002746.SZA","仙坛股份","买入","400","59","23600","7.08"
"","09:30","000885.SZA","同力水泥","买入","1600","16.75","26800","8.04"
"","09:30","000595.SZA","宝塔实业","买入","1700","16.35","27795.001","8.34"
"","15:00","300491.SZA","通合科技","卖出","300","86.15","-25845.003","33.6"
"","15:00","002163.SZA","中航三鑫","卖出","3400","10.39","-35325.998","45.92"
"","15:00","300304.SZA","云意电气","卖出","600","46","-27600.002","35.88"
"","15:00","000635.SZA","英力特","卖出","1300","26.59","-34567","44.94"
"","15:00","002389.SZA","南洋科技","卖出","1300","25.55","-33215.001","43.18"
"2016-12-13","09:30","300491.SZA","通合科技","买入","300","89","26700","8.01"
"","09:30","002163.SZA","中航三鑫","买入","3400","10.1","34340.001","10.3"
"","09:30","300304.SZA","云意电气","买入","600","49","29400.002","8.82"
"","09:30","000635.SZA","英力特","买入","1300","25.01","32513","9.75"
"","09:30","002389.SZA","南洋科技","买入","1300","26.1","33930","10.18"
"","15:00","603799.SHA","华友钴业","卖出","500","34.87","-17434.999","22.67"
"","15:00","600084.SHA","中葡股份","卖出","1600","13.67","-21872","28.43"
"","15:00","300063.SZA","天龙集团","卖出","500","33.39","-16695","21.7"
"","15:00","600992.SHA","贵绳股份","卖出","1100","19.7","-21669.999","28.17"
"","15:00","002695.SZA","煌上煌","卖出","600","29.21","-17525.999","22.78"
"","15:00","002386.SZA","天原集团","卖出","4000","8.27","-33080.002","43"
"2016-12-12","09:30","603799.SHA","华友钴业","买入","500","35.58","17790.001","5.34"
"","09:30","600084.SHA","中葡股份","买入","1600","12.01","19216","5.76"
"","09:30","300063.SZA","天龙集团","买入","500","34.87","17434.999","5.23"
"","09:30","600992.SHA","贵绳股份","买入","1100","18.6","20460","6.14"
"","09:30","002695.SZA","煌上煌","买入","600","29.81","17886","5.37"
"","15:00","002408.SZA","齐翔腾达","卖出","2900","12.47","-36163.001","47.01"
"","15:00","002110.SZA","三钢闽光","卖出","3300","10.49","-34616.999","45"
"","15:00","300237.SZA","美晨科技","卖出","2200","15.59","-34298.002","44.59"
"","15:00","600122.SHA","宏图高科","卖出","3000","12.41","-37230","48.4"
"","15:00","603025.SHA","大豪科技","卖出","500","41.47","-20735.001","26.96"
"2016-12-09","09:30","002408.SZA","齐翔腾达","买入","2900","12.52","36307.999","10.89"
"","09:30","002110.SZA","三钢闽光","买入","3300","11.41","37653","11.3"
"","09:30","002386.SZA","天原集团","买入","4000","9.39","37560.001","11.27"
"","09:30","300237.SZA","美晨科技","买入","2200","16.56","36431.999","10.93"
"","09:30","600122.SHA","宏图高科","买入","3000","12.2","36599.999","10.98"
"","15:00","002263.SZA","大东南","卖出","6100","4.21","-25681","33.39"
"","15:00","600543.SHA","莫高股份","卖出","1500","17.97","-26954.999","35.04"
"","15:00","603777.SHA","来伊份","卖出","400","57.65","-23060.001","29.98"
"","15:00","002620.SZA","瑞和股份","卖出","300","65.5","-19650","25.54"
"2016-12-08","09:30","002263.SZA","大东南","买入","6100","4.08","24888.002","7.47"
"","09:30","600543.SHA","莫高股份","买入","1500","16.5","24750","7.43"
"","09:30","603777.SHA","来伊份","买入","400","60.02","24008","7.2"
"","09:30","002620.SZA","瑞和股份","买入","300","66.25","19875","5.96"
"","09:30","603025.SHA","大豪科技","买入","500","43.19","21595.001","6.48"
"","15:00","300078.SZA","思创医惠","卖出","1200","29.43","-35316","45.91"
"","15:00","300505.SZA","川金诺","卖出","300","96.5","-28950","37.63"
"","15:00","600381.SHA","青海春天","卖出","2300","17.63","-40548.998","52.71"
"","15:00","002163.SZA","中航三鑫","卖出","3700","10.5","-38850","50.5"
"","15:00","300164.SZA","通源石油","卖出","3500","10.3","-36050.001","46.87"
"2016-12-07","09:30","300078.SZA","思创医惠","买入","1200","30.41","36492","10.95"
"","09:30","300505.SZA","川金诺","买入","300","98.01","29403.001","8.82"
"","09:30","600381.SHA","青海春天","买入","2300","15.75","36225","10.87"
"","09:30","002163.SZA","中航三鑫","买入","3700","9.61","35557.002","10.67"
"","09:30","300164.SZA","通源石油","买入","3500","10","35000","10.5"
"","15:00","300546.SZA","雄帝科技","卖出","100","141","-14100","18.33"
"","15:00","000812.SZA","陕西金叶","卖出","2300","11.99","-27576.999","35.85"
"","15:00","300531.SZA","优博讯","卖出","100","153","-15300","19.89"
"","15:00","600477.SHA","杭萧钢构","卖出","2600","11.45","-29769.999","38.7"
"","15:00","000488.SZA","晨鸣纸业","卖出","2600","10.81","-28106.001","36.54"
"2016-12-06","09:30","300546.SZA","雄帝科技","买入","100","142.01","14200.999","5"
"","09:30","000812.SZA","陕西金叶","买入","2300","11.6","26679.999","8"
"","09:30","300531.SZA","优博讯","买入","100","147.88","14788","5"
"","09:30","600477.SHA","杭萧钢构","买入","2600","10.48","27248.001","8.17"
"","09:30","000488.SZA","晨鸣纸业","买入","2600","10.55","27430.001","8.23"
"","15:00","603843.SHA","正平股份","卖出","1200","26.51","-31812","41.36"
"","15:00","600992.SHA","贵绳股份","卖出","1700","16.46","-27981.998","36.38"
"","15:00","601500.SHA","通用股份","卖出","1300","27.04","-35152.001","45.7"
"","15:00","300250.SZA","初灵信息","卖出","900","33.69","-30320.999","39.42"
