"日期","时间","股票代码","股票名称","买/卖","数量","成交价","总成本","交易佣金"
"2020-12-31","09:30","002245.SZA","蔚蓝锂芯","买入","39300","12.71","499503.009","149.85"
"","09:30","300208.SZA","青岛中程","买入","35700","13.7","489090.039","146.73"
"","09:30","000552.SZA","靖远煤电","买入","152600","3.28","500528.113","150.16"
"","09:30","600559.SHA","老白干酒","买入","16000","31.46","503359.987","151.01"
"","09:30","000591.SZA","太阳能","买入","75500","6.62","499809.992","149.94"
"","15:00","002531.SZA","天顺风能","卖出","43500","8.42","-366269.99","476.15"
"","15:00","002537.SZA","海联金汇","卖出","46500","7.36","-342239.948","444.91"
"","15:00","300064.SZA","ST金刚","卖出","61000","5.48","-334279.986","434.56"
"","15:00","002610.SZA","爱康科技","卖出","115000","3.29","-378349.994","491.85"
"","15:00","002196.SZA","方正电机","卖出","45600","7.54","-343823.958","446.97"
"2020-12-30","09:30","002531.SZA","天顺风能","买入","43500","8.32","361920.042","108.58"
"","09:30","002537.SZA","海联金汇","买入","46500","7.5","348750.013","104.63"
"","09:30","300064.SZA","ST金刚","买入","61000","5.65","344649.987","103.39"
"","09:30","002610.SZA","爱康科技","买入","115000","3.1","356499.991","106.95"
"","09:30","002196.SZA","方正电机","买入","45600","7.49","341544.037","102.46"
"","15:00","002506.SZA","协鑫集成","卖出","114900","4.16","-477983.954","621.38"
"","15:00","002263.SZA","大东南","卖出","183500","2.74","-502789.798","653.63"
"","15:00","600711.SHA","盛屯矿业","卖出","55500","8.75","-485624.999","631.31"
"","15:00","002160.SZA","常铝股份","卖出","103800","4.5","-467099.943","607.23"
"","15:00","600139.SHA","西部资源","卖出","133100","3.53","-469842.842","610.8"
"","15:00","600207.SHA","安彩高科","卖出","56800","6.48","-368063.896","478.48"
"2020-12-29","09:30","002506.SZA","协鑫集成","买入","114900","4.55","522795.03","156.84"
"","09:30","002263.SZA","大东南","买入","183500","2.84","521140.11","156.34"
"","09:30","600711.SHA","盛屯矿业","买入","55500","9.4","521699.98","156.51"
"","09:30","002160.SZA","常铝股份","买入","103800","4.98","516924.029","155.08"
"","09:30","600139.SHA","西部资源","买入","133100","3.57","475167.076","142.55"
"","15:00","000039.SZA","中集集团","卖出","25800","14.47","-373325.964","485.32"
"","15:00","600903.SHA","贵州燃气","卖出","29000","13.22","-383379.988","498.39"
"","15:00","000933.SZA","神火股份","卖出","48000","7.96","-382079.969","496.7"
"","15:00","002149.SZA","西部材料","卖出","23200","17.43","-404376.003","525.69"
"2020-12-28","09:30","000039.SZA","中集集团","买入","25800","15.5","399900.023","119.97"
"","09:30","600207.SHA","安彩高科","买入","56800","6.85","389080.057","116.72"
"","09:30","600903.SHA","贵州燃气","买入","29000","13.93","403970.049","121.19"
"","09:30","000933.SZA","神火股份","买入","48000","8.33","399840.004","119.95"
"","09:30","002149.SZA","西部材料","买入","23200","17.25","400200.004","120.06"
"","15:00","002985.SZA","北摩高科","卖出","2700","187.18","-505385.81","657"
"","15:00","603069.SHA","海汽集团","卖出","20800","21.05","-437839.966","569.19"
"","15:00","300775.SZA","三角防务","卖出","13900","37.63","-523056.973","679.97"
"","15:00","600460.SHA","士兰微","卖出","21700","22.99","-498882.989","648.55"
"","15:00","300581.SZA","晨曦航空","卖出","10500","43.83","-460214.957","598.28"
"","15:00","600543.SHA","莫高股份","卖出","39400","9.82","-386907.963","502.98"
"2020-12-25","09:30","002985.SZA","北摩高科","买入","2700","185","499500.119","149.85"
"","09:30","603069.SHA","海汽集团","买入","20800","21.9","455520.055","136.66"
"","09:30","300775.SZA","三角防务","买入","13900","36.3","504570.061","151.37"
"","09:30","600460.SHA","士兰微","买入","21700","23.31","505826.993","151.75"
"","09:30","300581.SZA","晨曦航空","买入","10500","46.82","491610.017","147.48"
"","15:00","000155.SZA","川能动力","卖出","57100","8.33","-475642.982","618.34"
"","15:00","002756.SZA","永兴材料","卖出","9900","50.55","-500444.978","650.58"
"","15:00","300129.SZA","泰胜风能","卖出","57200","8.62","-493063.976","640.98"
"","15:00","603063.SHA","禾望电气","卖出","22800","19.46","-443687.983","576.79"
"2020-12-24","09:30","000155.SZA","川能动力","买入","57100","7.99","456229.03","136.87"
"","09:30","002756.SZA","永兴材料","买入","9900","45.9","454410.028","136.32"
"","09:30","300129.SZA","泰胜风能","买入","57200","8.01","458172.026","137.45"
"","09:30","603063.SHA","禾望电气","买入","22800","19.61","447108.051","134.13"
"","09:30","600543.SHA","莫高股份","买入","39400","11.25","443250.106","132.98"
"","15:00","300850.SZA","新强联","卖出","2900","170.94","-495725.978","644.44"
"","15:00","002617.SZA","露笑科技","卖出","60400","8.14","-491656.009","639.15"
"","15:00","601865.SHA","福莱特","卖出","13600","38.2","-519520.002","675.38"
"","15:00","600110.SHA","诺德股份","卖出","55900","8.65","-483535.007","628.6"
"","15:00","600460.SHA","士兰微","卖出","22300","23.31","-519812.986","675.76"
"2020-12-23","09:30","300850.SZA","新强联","买入","2900","167.18","484822.007","145.45"
"","09:30","002617.SZA","露笑科技","买入","60400","8.21","495884.007","148.77"
"","09:30","601865.SHA","福莱特","买入","13600","36.5","496400.004","148.92"
"","09:30","600110.SHA","诺德股份","买入","55900","8.67","484653.014","145.4"
"","09:30","600460.SHA","士兰微","买入","22300","22.48","501303.993","150.39"
"","15:00","600765.SHA","中航重机","卖出","23200","20.01","-464231.99","603.5"
"","15:00","600543.SHA","莫高股份","卖出","42800","11.6","-496480.007","645.42"
"","15:00","002636.SZA","金安国纪","卖出","43500","9.61","-418034.958","543.45"
"","15:00","300317.SZA","珈伟新能","卖出","53500","9.2","-492199.976","639.86"
"","15:00","300221.SZA","银禧科技","卖出","52500","8.77","-460424.997","598.55"
"2020-12-22","09:30","600765.SHA","中航重机","买入","23200","19.18","444976.033","133.49"
"","09:30","600543.SHA","莫高股份","买入","42800","10.4","445119.997","133.54"
"","09:30","002636.SZA","金安国纪","买入","43500","9.91","431085.041","129.33"
"","09:30","300317.SZA","珈伟新能","买入","53500","8.26","441909.975","132.57"
"","09:30","300221.SZA","银禧科技","买入","52500","8.22","431549.978","129.46"
"","15:00","601702.SHA","华峰铝业","卖出","58700","7.83","-459620.925","597.51"
"","15:00","000812.SZA","陕西金叶","卖出","122700","3.55","-435584.911","566.26"
"","15:00","002510.SZA","天汽模","卖出","91200","5.16","-470591.998","611.77"
"","15:00","603606.SHA","东方电缆","卖出","21200","24.12","-511343.951","664.75"
"","15:00","603128.SHA","华贸物流","卖出","58000","9.18","-532439.983","692.17"
"2020-12-21","09:30","601702.SHA","华峰铝业","买入","58700","8.24","483688.055","145.11"
"","09:30","000812.SZA","陕西金叶","买入","122700","3.721","456515.999","136.95"
"","09:30","002510.SZA","天汽模","买入","91200","5.429","495168.47","148.55"
"","09:30","603606.SHA","东方电缆","买入","21200","23.721","502875.585","150.86"
"","09:30","603128.SHA","华贸物流","买入","58000","8.451","490151.406","147.05"
"","15:00","600336.SHA","澳柯玛","卖出","45900","9.779","-448845.193","583.5"
"","15:00","600559.SHA","老白干酒","卖出","14500","29.449","-427015.137","555.12"
"","15:00","002646.SZA","青青稞酒","卖出","20400","21.004","-428473.998","557.02"
"","15:00","300340.SZA","科恒股份","卖出","33100","13.77","-455771.684","592.5"
"","15:00","000811.SZA","冰轮环境","卖出","51700","8.26","-427038.26","555.15"
"2020-12-18","09:30","600336.SHA","澳柯玛","买入","45900","9.31","427328.992","128.2"
"","09:30","600559.SHA","老白干酒","买入","14500","29","420500","126.15"
"","09:30","002646.SZA","青青稞酒","买入","20400","20.47","417588.033","125.28"
"","09:30","300340.SZA","科恒股份","买入","33100","12.64","418384.025","125.52"
"","09:30","000811.SZA","冰轮环境","买入","51700","8.3","429110.055","128.73"
"","15:00","603697.SHA","有友食品","卖出","21200","23.04","-488447.719","634.98"
"","15:00","600621.SHA","华鑫股份","卖出","22500","21.46","-482850.013","627.71"
"","15:00","603063.SHA","禾望电气","卖出","29000","17.93","-519969.947","675.96"
"","15:00","300064.SZA","ST金刚","卖出","96900","4.88","-472871.896","614.73"
"","15:00","002993.SZA","奥海科技","卖出","6100","76.8","-468479.951","609.02"
"2020-12-17","09:30","603697.SHA","有友食品","买入","21200","23.157","490922.148","147.28"
"","09:30","600621.SHA","华鑫股份","买入","22500","22.07","496575.083","148.97"
"","09:30","603063.SHA","禾望电气","买入","29000","16.889","489779.882","146.93"
"","09:30","300064.SZA","ST金刚","买入","96900","5.08","492253.393","147.68"
"","09:30","002993.SZA","奥海科技","买入","6100","82.1","500810.063","150.24"
"","15:00","300549.SZA","优德精密","卖出","14100","28.798","-406052.262","527.87"
"","15:00","002524.SZA","光正眼科","卖出","28300","15.669","-443442.98","576.48"
"","15:00","600381.SHA","青海春天","卖出","62200","6.701","-416828.605","541.88"
"","15:00","300378.SZA","鼎捷软件","卖出","14000","28.829","-403609.313","524.69"
"","15:00","300850.SZA","新强联","卖出","3300","139.68","-460943.872","599.23"
"2020-12-16","09:30","300549.SZA","优德精密","买入","14100","28.98","408618.039","122.59"
"","09:30","002524.SZA","光正眼科","买入","28300","14.97","423650.988","127.1"
"","09:30","600381.SHA","青海春天","买入","62200","6.68","415496.088","124.65"
"","09:30","300378.SZA","鼎捷软件","买入","14000","31.01","434140.03","130.24"
"","09:30","300850.SZA","新强联","买入","3300","128.05","422565.039","126.77"
"","15:00","300858.SZA","科拓生物","卖出","6600","76.29","-503513.877","654.57"
"","15:00","300129.SZA","泰胜风能","卖出","64300","8.01","-515042.993","669.56"
"","15:00","300064.SZA","ST金刚","卖出","89200","5.12","-456703.964","593.72"
"","15:00","300690.SZA","双一科技","卖出","8100","65","-526499.947","684.45"
"","15:00","300603.SZA","立昂技术","卖出","32800","14","-459199.78","596.96"
"2020-12-15","09:30","300858.SZA","科拓生物","买入","6600","74.09","488994.172","146.7"
"","09:30","300129.SZA","泰胜风能","买入","64300","7.42","477106.035","143.13"
"","09:30","300064.SZA","ST金刚","买入","89200","5.33","475436.017","142.63"
"","09:30","300690.SZA","双一科技","买入","8100","60.68","491508.089","147.45"
"","09:30","300603.SZA","立昂技术","买入","32800","14.88","488064.118","146.42"
"","15:00","000655.SZA","金岭矿业","卖出","51000","7.54","-384539.923","499.9"
"","15:00","600616.SHA","金枫酒业","卖出","55700","8.29","-461752.983","600.28"
"","15:00","603185.SHA","上机数控","卖出","3700","113.89","-421392.987","547.81"
"","15:00","300589.SZA","江龙船艇","卖出","10800","36.36","-392687.991","510.49"
"","15:00","300208.SZA","青岛中程","卖出","33100","12.76","-422355.952","549.06"
"2020-12-14","09:30","000655.SZA","金岭矿业","买入","51000","7.82","398820.065","119.65"
"","09:30","600616.SHA","金枫酒业","买入","55700","7.3","406610.032","121.98"
"","09:30","603185.SHA","上机数控","买入","3700","115","425500.011","127.65"
"","09:30","300589.SZA","江龙船艇","买入","10800","37.33","403164.032","120.95"
"","09:30","300208.SZA","青岛中程","买入","33100","12.6","417060.055","125.12"
"","15:00","002149.SZA","西部材料","卖出","40800","11.88","-484703.873","630.12"
"","15:00","600360.SHA","华微电子","卖出","55100","8.6","-473860.003","616.02"
"","15:00","600300.SHA","维维股份","卖出","113900","4.31","-490908.918","638.18"
"","15:00","603919.SHA","金徽酒","卖出","10800","43.47","-469476.004","610.32"
"","15:00","605009.SHA","豪悦护理","卖出","2400","221","-530399.987","689.52"
"2020-12-11","09:30","002149.SZA","西部材料","买入","40800","11.91","485928.08","145.78"
"","09:30","600360.SHA","华微电子","买入","55100","8.73","481023.043","144.31"
"","09:30","600300.SHA","维维股份","买入","113900","4.15","472685.12","141.81"
"","09:30","603919.SHA","金徽酒","买入","10800","43.48","469584.002","140.88"
"","09:30","605009.SHA","豪悦护理","买入","2400","195.03","468072.005","140.42"
"","15:00","002610.SZA","爱康科技","卖出","157800","2.49","-392921.984","510.8"
"","15:00","300458.SZA","全志科技","卖出","9900","36.9","-365310.005","474.9"
"","15:00","300313.SZA","天山生物","卖出","18900","25.68","-485351.995","630.96"
"","15:00","000751.SZA","锌业股份","卖出","104600","3.64","-380743.961","494.97"
"","15:00","300064.SZA","ST金刚","卖出","73100","5.68","-415207.978","539.77"
"2020-12-10","09:30","002610.SZA","爱康科技","买入","157800","2.47","389765.977","116.93"
"","09:30","300458.SZA","全志科技","买入","9900","39.25","388575.017","116.57"
"","09:30","300313.SZA","天山生物","买入","18900","20","378000.017","113.4"
"","09:30","000751.SZA","锌业股份","买入","104600","3.69","385974.049","115.79"
"","09:30","300064.SZA","ST金刚","买入","73100","5.14","375734.003","112.72"
"","15:00","300438.SZA","鹏辉能源","卖出","20800","23.64","-491711.971","639.23"
"","15:00","300301.SZA","长方集团","卖出","80900","5.58","-451421.966","586.85"
"","15:00","002618.SZA","丹邦科技","卖出","64300","7.2","-462959.829","601.85"
"","15:00","600679.SHA","上海凤凰","卖出","30800","15.51","-477707.659","621.02"
"","15:00","603976.SHA","正川股份","卖出","6100","81.7","-498369.968","647.88"
"2020-12-09","09:30","300438.SZA","鹏辉能源","买入","20800","23.51","489008","146.7"
"","09:30","300301.SZA","长方集团","买入","80900","5.86","474074.025","142.22"
"","09:30","002618.SZA","丹邦科技","买入","64300","7.48","480964.138","144.29"
"","09:30","600679.SHA","上海凤凰","买入","30800","15.77","485716.293","145.71"
"","09:30","603976.SHA","正川股份","买入","6100","79.04","482144.026","144.64"
"","15:00","300892.SZA","品渥食品","卖出","4700","77.65","-364954.975","474.44"
"","15:00","600198.SHA","大唐电信","卖出","33500","10.62","-355769.893","462.5"
"","15:00","600121.SHA","郑州煤电","卖出","87700","4.94","-433237.995","563.21"
"","15:00","300593.SZA","新雷能","卖出","15200","26.86","-408271.991","530.75"
"","15:00","600543.SHA","莫高股份","卖出","37600","9.61","-361335.966","469.74"
"2020-12-08","09:30","300892.SZA","品渥食品","买入","4700","79.71","374637.027","112.39"
"","09:30","600198.SHA","大唐电信","买入","33500","10.96","367160.058","110.15"
"","09:30","600121.SHA","郑州煤电","买入","87700","4","350800.007","105.24"
"","09:30","300593.SZA","新雷能","买入","15200","24.74","376048.008","112.81"
"","09:30","600543.SHA","莫高股份","买入","37600","9.52","357951.991","107.39"
"","15:00","601860.SHA","紫金银行","卖出","104100","4.32","-449711.892","584.63"
"","15:00","300094.SZA","国联水产","卖出","82000","6.33","-519059.981","674.78"
"","15:00","605358.SHA","立昂微","卖出","4900","99","-485099.986","630.63"
"","15:00","603336.SHA","宏辉果蔬","卖出","35500","12.83","-455464.993","592.1"
"","15:00","300034.SZA","钢研高纳","卖出","16900","28.9","-488409.953","634.93"
"2020-12-07","09:30","601860.SHA","紫金银行","买入","104100","4.43","461163.033","138.35"
"","09:30","300094.SZA","国联水产","买入","82000","5.76","472319.99","141.7"
"","09:30","605358.SHA","立昂微","买入","4900","95.86","469714.028","140.91"
"","09:30","603336.SHA","宏辉果蔬","买入","35500","12.95","459725.05","137.92"
"","09:30","300034.SZA","钢研高纳","买入","16900","28.01","473369.022","142.01"
"","15:00","300623.SZA","捷捷微电","卖出","7100","50.55","-358905.02","466.58"
"","15:00","000811.SZA","冰轮环境","卖出","48600","8.16","-396575.905","515.55"
"","15:00","002565.SZA","顺灏股份","卖出","74300","4.99","-370756.928","481.98"
"","15:00","300819.SZA","聚杰微纤","卖出","7700","52.09","-401092.975","521.42"
"","15:00","003015.SZA","日久光电","卖出","20500","18.33","-375764.94","488.49"
"2020-12-04","09:30","300623.SZA","捷捷微电","买入","7100","54.33","385743.018","115.72"
"","09:30","000811.SZA","冰轮环境","买入","48600","7.96","386856.028","116.06"
"","09:30","002565.SZA","顺灏股份","买入","74300","5.2","386360.013","115.91"
"","09:30","300819.SZA","聚杰微纤","买入","7700","48.34","372218.032","111.67"
"","09:30","003015.SZA","日久光电","买入","20500","17.4","356700.025","107.01"
"","15:00","300720.SZA","海川智能","卖出","15000","30.2","-452999.876","588.9"
"","15:00","600331.SHA","宏达股份","卖出","168900","2.86","-483053.903","627.97"
"","15:00","300586.SZA","美联新材","卖出","37600","11.95","-449319.986","584.12"
"","15:00","300549.SZA","优德精密","卖出","14300","30.4","-434719.961","565.14"
"","15:00","300542.SZA","新晨科技","卖出","24200","17.64","-426887.903","554.95"
"2020-12-03","09:30","300720.SZA","海川智能","买入","15000","29.83","447450.072","134.24"
"","09:30","600331.SHA","宏达股份","买入","168900","2.66","449274.085","134.78"
"","09:30","300586.SZA","美联新材","买入","37600","12.1","454960.046","136.49"
"","09:30","300549.SZA","优德精密","买入","14300","31.23","446589.014","133.98"
"","09:30","300542.SZA","新晨科技","买入","24200","18.33","443586.078","133.08"
"","15:00","002249.SZA","大洋电机","卖出","82400","4.45","-366679.963","476.68"
"","15:00","605111.SHA","新洁能","卖出","1800","211.11","-379997.996","494"
"","15:00","300002.SZA","神州泰岳","卖出","58700","6.15","-361004.966","469.31"
"","15:00","300713.SZA","英可瑞","卖出","11500","29.4","-338099.992","439.53"
"","15:00","300094.SZA","国联水产","卖出","63600","6.15","-391139.969","508.48"
"2020-12-02","09:30","002249.SZA","大洋电机","买入","82400","4.49","369976.04","110.99"
"","09:30","605111.SHA","新洁能","买入","1800","203","365400.006","109.62"
"","09:30","300002.SZA","神州泰岳","买入","58700","6.32","370984.039","111.3"
"","09:30","300713.SZA","英可瑞","买入","11500","32.02","368230.023","110.47"
"","09:30","300094.SZA","国联水产","买入","63600","5.56","353616.004","106.08"
"","15:00","600095.SHA","湘财股份","卖出","29100","15.21","-442610.961","575.39"
"","15:00","600531.SHA","豫光金铅","卖出","71800","5.98","-429363.978","558.17"
"","15:00","601127.SHA","小康股份","卖出","22500","22.99","-517275.021","672.46"
"","15:00","601456.SHA","国联证券","卖出","22400","22.77","-510048.01","663.06"
"","15:00","002384.SZA","东山精密","卖出","15600","27.87","-434771.978","565.2"
"2020-12-01","09:30","600095.SHA","湘财股份","买入","29100","14.37","418167.007","125.45"
"","09:30","600531.SHA","豫光金铅","买入","71800","5.83","418594.068","125.58"
"","09:30","601127.SHA","小康股份","买入","22500","18.21","409725.026","122.92"
"","09:30","601456.SHA","国联证券","买入","22400","18.79","420896.021","126.27"
"","09:30","002384.SZA","东山精密","买入","15600","27.79","433523.99","130.06"
"","15:00","600199.SHA","金种子酒","卖出","36100","9.84","-355223.988","461.79"
"","15:00","300722.SZA","新余国科","卖出","5200","74.5","-387399.995","503.62"
"","15:00","300690.SZA","双一科技","卖出","6300","59.33","-373778.968","485.91"
"","15:00","605399.SHA","晨光新材","卖出","15300","22.97","-351440.949","456.87"
"","15:00","000717.SZA","韶钢松山","卖出","73800","4.89","-360881.944","469.15"
"2020-11-30","09:30","600199.SHA","金种子酒","买入","36100","9.87","356307.041","106.89"
"","09:30","300722.SZA","新余国科","买入","5200","69.72","362544.01","108.76"
"","09:30","300690.SZA","双一科技","买入","6300","57.84","364392.057","109.32"
"","09:30","605399.SHA","晨光新材","买入","15300","23.34","357102.065","107.13"
"","09:30","000717.SZA","韶钢松山","买入","73800","4.88","360144.03","108.04"
"","15:00","002997.SZA","瑞鹄模具","卖出","20400","20","-407999.592","530.4"
"","15:00","002646.SZA","青青稞酒","卖出","27000","16.16","-436320.006","567.22"
"","15:00","600511.SHA","国药股份","卖出","9600","44.7","-429119.995","557.86"
"","15:00","600584.SHA","长电科技","卖出","10100","44.06","-445005.974","578.51"
"","15:00","300600.SZA","国瑞科技","卖出","18200","22.63","-411865.918","535.43"
"2020-11-27","09:30","002997.SZA","瑞鹄模具","买入","20400","21.18","432072.127","129.62"
"","09:30","002646.SZA","青青稞酒","买入","27000","16.3","440100.077","132.03"
"","09:30","600511.SHA","国药股份","买入","9600","45.92","440832.025","132.25"
"","09:30","600584.SHA","长电科技","买入","10100","43.2","436319.97","130.9"
"","09:30","300600.SZA","国瑞科技","买入","18200","24.31","442442.039","132.73"
"","15:00","002756.SZA","永兴材料","卖出","12500","28.79","-359874.925","467.84"
"","15:00","300890.SZA","翔丰华","卖出","5000","61.9","-309499.99","402.35"
"","15:00","300001.SZA","特锐德","卖出","14200","26.09","-370477.972","481.62"
"","15:00","002074.SZA","国轩高科","卖出","11800","29.5","-348099.973","452.53"
"","15:00","300458.SZA","全志科技","卖出","9500","37.59","-357104.979","464.24"
"2020-11-26","09:30","002756.SZA","永兴材料","买入","12500","28.68","358500.05","107.55"
"","09:30","300890.SZA","翔丰华","买入","5000","69","345000.01","103.5"
"","09:30","300001.SZA","特锐德","买入","14200","25.31","359401.994","107.82"
"","09:30","002074.SZA","国轩高科","买入","11800","30","354000.002","106.2"
"","09:30","300458.SZA","全志科技","买入","9500","37.6","357200.055","107.16"
"","15:00","300822.SZA","贝仕达克","卖出","7600","61.46","-467095.969","607.22"
"","15:00","002594.SZA","比亚迪","卖出","2500","175.82","-439550.018","571.42"
"","15:00","002733.SZA","雄韬股份","卖出","22700","20.19","-458312.93","595.81"
"","15:00","600733.SHA","北汽蓝谷","卖出","51200","8.79","-450047.985","585.06"
"","15:00","600418.SHA","江淮汽车","卖出","44700","9.58","-428225.993","556.69"
"2020-11-25","09:30","300822.SZA","贝仕达克","买入","7600","61.98","471048.054","141.31"
"","09:30","002594.SZA","比亚迪","买入","2500","183","457500","137.25"
"","09:30","002733.SZA","雄韬股份","买入","22700","20.23","459221.018","137.77"
"","09:30","600733.SHA","北汽蓝谷","买入","51200","8.87","454144.002","136.24"
"","09:30","600418.SHA","江淮汽车","买入","44700","10.42","465774.005","139.73"
"","15:00","000878.SZA","云南铜业","卖出","23100","15.74","-363593.992","472.67"
"","15:00","600798.SHA","宁波海运","卖出","92400","3.82","-352967.936","458.86"
"","15:00","300019.SZA","硅宝科技","卖出","15800","20.95","-331010.006","430.31"
"","15:00","300821.SZA","东岳硅材","卖出","21800","15.68","-341824.002","444.37"
"","15:00","300107.SZA","建新股份","卖出","44200","7.63","-337245.959","438.42"
"2020-11-24","09:30","000878.SZA","云南铜业","买入","23100","15.84","365904.006","109.77"
"","09:30","600798.SHA","宁波海运","买入","92400","3.85","355740.031","106.72"
"","09:30","300019.SZA","硅宝科技","买入","15800","21.99","347442","104.23"
"","09:30","300821.SZA","东岳硅材","买入","21800","16.41","357737.999","107.32"
"","09:30","300107.SZA","建新股份","买入","44200","8.11","358462.007","107.54"
"","15:00","600456.SHA","宝钛股份","卖出","11100","41.5","-460649.959","598.84"
"","15:00","000039.SZA","中集集团","卖出","28400","16.9","-479960.036","623.95"
"","15:00","300223.SZA","北京君正","卖出","4800","99.2","-476160.014","619.01"
"","15:00","002085.SZA","万丰奥威","卖出","55700","8.06","-448941.954","583.62"
"","15:00","000723.SZA","美锦能源","卖出","64400","7.34","-472695.977","614.5"
"2020-11-23","09:30","600456.SHA","宝钛股份","买入","11100","39.74","441114.032","132.33"
"","09:30","000039.SZA","中集集团","买入","28400","15.6","443040.025","132.91"
"","09:30","300223.SZA","北京君正","买入","4800","93.01","446448.021","133.93"
"","09:30","002085.SZA","万丰奥威","买入","55700","8.02","446713.981","134.01"
"","09:30","000723.SZA","美锦能源","买入","64400","6.84","440496.012","132.15"
"","15:00","603733.SHA","仙鹤股份","卖出","15500","23.59","-365644.953","475.34"
"","15:00","605333.SHA","沪光股份","卖出","16500","21.9","-361349.966","469.75"
"","15:00","002578.SZA","闽发铝业","卖出","82300","4.15","-341544.973","444.01"
"","15:00","600199.SHA","金种子酒","卖出","33000","11.61","-383130.015","498.07"
"","15:00","600059.SHA","古越龙山","卖出","30900","12.85","-397064.979","516.18"
"2020-11-20","09:30","603733.SHA","仙鹤股份","买入","15500","22.19","343945.009","103.18"
"","09:30","605333.SHA","沪光股份","买入","16500","19.84","327360.022","98.21"
"","09:30","002578.SZA","闽发铝业","买入","82300","4.03","331669.026","99.5"
"","09:30","600199.SHA","金种子酒","买入","33000","10.1","333300.017","99.99"
"","09:30","600059.SHA","古越龙山","买入","30900","11","339900.005","101.97"
"","15:00","000516.SZA","国际医学","卖出","42700","8.41","-359106.949","466.84"
"","15:00","002240.SZA","盛新锂能","卖出","21300","18.15","-386594.982","502.57"
"","15:00","300758.SZA","七彩化学","卖出","11600","30.1","-349159.956","453.91"
"","15:00","300046.SZA","台基股份","卖出","12800","27.02","-345855.994","449.61"
"","15:00","300442.SZA","普丽盛","卖出","8700","39.6","-344519.951","447.88"
"","15:00","601702.SHA","华峰铝业","卖出","41900","9.37","-392602.988","510.38"
"2020-11-19","09:30","000516.SZA","国际医学","买入","42700","8.52","363804.029","109.14"
"","09:30","002240.SZA","盛新锂能","买入","21300","17.29","368277.036","110.48"
"","09:30","300758.SZA","七彩化学","买入","11600","30.52","354032.027","106.21"
"","09:30","300046.SZA","台基股份","买入","12800","27.3","349440.022","104.83"
"","09:30","300442.SZA","普丽盛","买入","8700","40.8","354960.017","106.49"
"","15:00","600559.SHA","老白干酒","卖出","22700","18.26","-414502.003","538.85"
"","15:00","300432.SZA","富临精工","卖出","35700","11.62","-414833.983","539.28"
"","15:00","002920.SZA","德赛西威","卖出","5000","84","-419999.97","546"
"","15:00","600335.SHA","国机汽车","卖出","65000","6.38","-414699.895","539.11"
"2020-11-18","09:30","600559.SHA","老白干酒","买入","22700","18.2","413140.019","123.94"
"","09:30","300432.SZA","富临精工","买入","35700","11.4","406979.993","122.09"
"","09:30","002920.SZA","德赛西威","买入","5000","84.11","420550.02","126.17"
"","09:30","601702.SHA","华峰铝业","买入","41900","9.86","413133.989","123.94"
"","09:30","600335.SHA","国机汽车","买入","65000","6.55","425750.052","127.73"
"","15:00","600596.SHA","新安股份","卖出","27300","14.56","-397488.009","516.73"
"","15:00","600711.SHA","盛屯矿业","卖出","51000","6.81","-347309.99","451.5"
"","15:00","601677.SHA","明泰铝业","卖出","24200","14.5","-350899.955","456.17"
"","15:00","300578.SZA","会畅通讯","卖出","7700","45.21","-348116.962","452.55"
"","15:00","300821.SZA","东岳硅材","卖出","24200","15.6","-377520.031","490.78"
"2020-11-17","09:30","600596.SHA","新安股份","买入","27300","12.88","351624.005","105.49"
"","09:30","600711.SHA","盛屯矿业","买入","51000","6.92","352920.009","105.88"
"","09:30","601677.SHA","明泰铝业","买入","24200","14.53","351626.007","105.49"
"","09:30","300578.SZA","会畅通讯","买入","7700","46.26","356202.032","106.86"
"","09:30","300821.SZA","东岳硅材","买入","24200","14.64","354288.035","106.29"
"","15:00","300540.SZA","深冷股份","卖出","16800","25.34","-425711.91","553.43"
"","15:00","300019.SZA","硅宝科技","卖出","21000","20.49","-430290.029","559.38"
"","15:00","300041.SZA","回天新材","卖出","26300","15.08","-396603.988","515.59"
"","15:00","300758.SZA","七彩化学","卖出","15200","28.14","-427727.91","556.05"
"","15:00","300795.SZA","米奥会展","卖出","13900","29.87","-415192.914","539.75"
"2020-11-16","09:30","300540.SZA","深冷股份","买入","16800","25.01","420168.055","126.05"
"","09:30","300019.SZA","硅宝科技","买入","21000","18.68","392280.013","117.68"
"","09:30","300041.SZA","回天新材","买入","26300","16.41","431583.072","129.47"
"","09:30","300758.SZA","七彩化学","买入","15200","29.9","454480.02","136.34"
"","09:30","300795.SZA","米奥会展","买入","13900","30.19","419641.029","125.89"
"","15:00","300164.SZA","通源石油","卖出","71300","5.14","-366481.947","476.43"
"","15:00","000016.SZA","深康佳A","卖出","50900","6.82","-347137.927","451.28"
"","15:00","300177.SZA","中海达","卖出","26300","12.8","-336639.988","437.63"
"","15:00","300249.SZA","依米康","卖出","44600","8.04","-358583.942","466.16"
"","15:00","300188.SZA","美亚柏科","卖出","14300","23.52","-336336.001","437.24"
"2020-11-13","09:30","300164.SZA","通源石油","买入","71300","4.9","349370.071","104.81"
"","09:30","000016.SZA","深康佳A","买入","50900","6.89","350701.013","105.21"
"","09:30","300177.SZA","中海达","买入","26300","13.6","357679.998","107.3"
"","09:30","300249.SZA","依米康","买入","44600","8","356800.028","107.04"
